blogs,Rating,Discussion of Costs,Quantification of Benefits,Explanation/Quantification of Harms
https://www.healthnewsreview.org/review/usa-today-gives-solid-overview-on-uncertainties-around-calcium-supplements-and-heart-health/,4,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/gastric-balloon-for-weight-loss-healthday-avoids-hot-air-by-balancing-pr-spin-with-skepticism-from-independent-sources/,4,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/hookworms-for-asthma-washington-post-oversells-preliminary-research/,2,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/testing-cholesterol-in-toddlers-ap-story-says-it-could-help-but-study-didnt-show-that/,4,Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/study-offers-potential-breakthrough-care-children-autism/,3,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/wsj-story-wisely-includes-lots-of-caveats-on-mail-order-telomere-tests/,3,Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/gene-therapy-for-metachromatic-leukodystrophy-cbs-story-needed-more-on-downsides-and-unknowns/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/pulsepoint-app-for-cardiac-victims-ap-story-left-us-with-more-questions-than-answers/,4,Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/here-we-go-again-time-writes-about-preliminary-mouse-research-inaccurately/,2,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/depression-and-anti-inflammatory-drugs-cnn-story-needed-more-scrutiny/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/npr-falls-into-the-anecdotal-trap-with-story-on-robotic-arm-for-paralyzed-man/,3,Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/lemtrada-for-early-stages-of-ms-healthday-story-has-potential-conflicts-of-interest/,3,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/parp-inhibitors-stats-look-at-experimental-ovarian-cancer-drugs-doesnt-establish-why-we-need-more-on-the-market/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/reuters-rosy-take-on-keytruda-for-lung-cancer/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/nbc-story-on-severe-incontinence-study-lacked-independent-sources/,3,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/experimental-cancer-treatment-for-kids-with-leukemia-gets-balanced-coverage-by-washington-post/,5,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/classic-disease-mongering-fox-newss-story-on-marisa-tomeis-struggle-with-chronic-dry-eye/,1,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/ny-times-gives-little-scrutiny-to-industry-funded-eczema-drug-studies/,3,Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/inquirer-overstates-findings-of-pilot-study-on-app-for-post-concussion-monitoring/,3,Not Applicable,Not Applicable,Satisfactory
https://www.healthnewsreview.org/review/nprs-story-on-benefits-of-walking-for-older-adults-missed-an-important-cautionary-detail/,4,Not Applicable,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/abc-news-story-on-stroke-surgery-more-needed-on-costs-harms-conflicts-of-interest/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/stats-look-at-migraine-drugs-in-development-skimmed-over-key-research-details/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/wsj-story-on-new-nuclear-imaging-tests-what-about-the-data/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/new-radiation-guidelines-for-breast-cancer-theres-enough-evidence-healthday-story-tells-us-but-skirts-specifics/,4,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/times-story-on-babies-and-food-allergies-overstates-research-findings/,2,Not Applicable,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/reuters-mostly-rehashes-a-news-release-for-story-on-light-box-therapy-for-low-male-libido/,2,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/the-guardians-look-at-an-inhaler-to-protect-lungs-from-air-pollution-borders-on-puffery/,3,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/surgery-instead-of-reading-glasses-nbcs-look-at-new-implant-was-mostly-one-patient-anecdote/,3,Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/battling-super-lice-wsj-story-gives-solid-overview-on-the-treatment-options/,5,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/aps-look-at-sideline-concussion-testing-for-student-athletes-lacked-critical-eye/,3,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/benefits-of-infrared-saunas-time-story-needed-to-turn-up-the-heat/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/washington-post-story-on-cord-blood-transplants-for-cancer-too-many-anecdotes-and-not-enough-evidence/,2,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/cbs-story-water-based-physical-therapy-stays-shallow-end/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/healthday-does-a-good-job-reporting-on-study-of-long-term-weight-loss-after-bariatric-surgery/,4,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/unlike-many-other-news-sites-npr-resists-over-hyping-results-of-alzheimers-study/,4,Not Applicable,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/hormone-replacement-for-menopause-ny-timess-attempt-to-clarify-may-confuse-further/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/well-written-newsweeks-look-at-blood-tests-for-mental-illnesses-needed-a-bit-more-hard-data/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/bloombergs-story-on-virtual-reality-for-pain-control-was-a-little-too-rosy/,4,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/powerful-patient-video-in-stats-story-overshadows-realities-of-new-treatment-for-essential-tremor/,4,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/breast-density-and-mammograms-la-times-story-leans-hard-on-news-release/,3,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/a-pat-on-the-back-to-vox-com-for-excellent-reporting-on-melatonin/,5,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/medicating-kids-with-adhd-keeps-them-safer-not-so-fast-wall-street-journal/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/healthday-story-misleads-by-making-osteoporosis-study-sound-like-it-compared-two-drugs/,4,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/when-worms-are-the-clickbait-npr-story-confuses-more-than-informs/,3,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/guardians-reporting-on-side-effects-of-drugs-for-bipolar-disorder-hits-many-key-points/,4,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/alzheimers-disease-can-be-fully-cured-medical-daily-story-is-a-forehead-slapper/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/nbcs-says-zika-vaccine-trial-has-striking-results-but-it-hasnt-even-been-tested-in-people-yet/,3,Not Applicable,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/in-just-a-few-short-paragraphs-reuters-story-covers-a-lot-of-ground-on-asthma-pill/,4,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/game-changer-finds-it-way-into-poorly-reported-story-on-asthma-pill-still-in-development/,1,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/an-excellent-report-from-fivethirtyeight-on-why-at-home-screening-tests-for-colon-cancer-are-just-as-good-as-colonoscopy/,5,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/fish-oil-for-post-heart-attack-patients-time-misses-the-mark-by-leaving-out-harms-study-limitations/,3,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/washington-post-story-on-ptsd-treatment-ignored-evidence-in-favor-of-detailed-patient-anecdote/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/can-exercise-undo-sedentary-harms-ap-story-makes-observational-data-sound-definitive-healthnewsreview-org/,4,Not Applicable,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/allergy-sufferers-find-relief-immunotherapy-toothpaste/,2,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/kids-anxiety-disorders-significantly-benefit-mindfulness-exercises-changing-brain-activity/,2,Not Satisfactory,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/brain-training-cut-dementia-risk-healthy-adults-u-s-study/,3,Not Satisfactory,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/fitbit-help-get-pregnant-heres/,2,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/nyt-blog-post-on-sugars-effect-on-heart-disease-was-too-short-and-sweet/,3,Not Applicable,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/usa-today-adds-a-vital-dose-of-scrutiny-to-story-on-dry-needling-for-pain/,4,Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/abcs-look-at-treating-ptsd-with-virtual-reality-classic-example-of-anecdote-over-evidence/,1,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/kudos-to-wsj-for-giving-thorough-look-at-devices-for-choking-victims/,5,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/cbs-story-on-stem-cells-and-root-canals-inflates-the-benefits-and-ignores-the-risks/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/news-release-and-healthday-create-perfect-storm-of-misinformation-on-statins-and-cancer/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/cavity-fighting-liquid-for-kids-nice-story-but-what-does-the-medical-evidence-show/,4,Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/far-more-scrutiny-needed-in-stats-story-on-postpartum-depression-drug/,4,Not Applicable,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/this-is-a-game-changer-reuters-story-on-new-dissolvable-stent-borders-on-giddy/,3,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/ap-takes-pains-to-point-out-lack-of-long-term-data-for-new-dissolvable-stent/,4,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/wsj-story-on-prostate-cancer-treatment-test-leaves-us-wondering-why-no-independent-viewpoints/,4,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/platelet-rich-plasma-for-rotator-cuff-tears-washington-posts-story-gave-us-aches-and-pains/,3,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/cnn-cant-resist-lure-of-early-phase-als-stem-cell-research-but-keeps-tone-moderate/,4,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/comical-critical-might-even-help-lose-weight/,4,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/texting-to-prevent-heart-attacks-wsj-overstated-scope-of-study/,4,Not Satisfactory,Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/its-never-ok-to-use-groundbreaking-treatment-for-strokes-when-its-never-been-tested-in-people/,4,Not Satisfactory,Not Applicable,Satisfactory
https://www.healthnewsreview.org/review/inducing-at-39-weeks-washington-post-story-mystifies-more-than-clarifies/,3,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/google-glass-for-autism-ap-story-is-shortsighted-on-evidence/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/cbs-news-story-on-alzheimers-treatment-follows-tired-formula/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/u-s-news-world-report-story-on-proton-beam-radiation-left-out-the-evidence/,4,Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/nbc-news-takes-level-headed-approach-covering-jimmy-carter-drug-for-lung-cancer/,4,Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/colon-cancer-screening-news-healthdays-story-missed-opportunity-to-go-beyond-news-release/,4,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/independent-source-and-costs-all-thats-missing-from-otherwise-solid-reuters-story-on-victoza/,4,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/several-errors-mar-slates-story-on-antidepressant-use-in-kids/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/scientists-dream-fulfilled-harnessing-immune-system-fight-cancer/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/thorough-story-on-underuse-of-new-ovarian-cancer-tests-needed-a-few-more-numbers/,4,Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/wsj-story-speculates-about-benefits-of-non-existent-polypill-to-treat-age-related-diseases/,1,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/thorough-and-informative-vox-story-on-stem-cell-therapy-for-multiple-sclerosis/,5,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/well-done-stat-story-on-extending-aromatase-a-breast-cancer-drug-treatment/,5,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/holy-grail-and-breakthrough-mar-guardian-piece-on-possible-blood-test-for-depression/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/medical-daily-story-on-stem-cells-for-sroke-needed-injection-of-independent-viewpoints/,3,Not Applicable,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/better-data-needed-in-healthday-story-on-lowering-catheter-associated-urinary-tract-infection-rates/,4,Not Applicable,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/reuters-story-on-new-drug-for-excessive-sweating-was-less-informative-than-the-news-release/,2,Not Applicable,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/wsj-story-on-eczema-drug-trials-bereft-of-study-design-details/,3,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/research-on-statins-for-breast-cancer-the-guardian-mischaracterizes-it-as-possible-valuable-treatment/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/ap-story-on-gear-to-protect-against-chest-blows-skims-over-evidence/,3,Not Satisfactory,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/with-no-apparent-news-hook-its-unclear-why-fox-news-is-discussing-embryo-screening/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/wsjs-look-at-apps-and-wearables-for-text-neck-takes-well-measured-approach/,4,Satisfactory,Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/cbs-news-story-hypes-unproven-stem-cell-treatment-for-spinal-cord-injury/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/new-surgical-method-for-uterine-fibroids-gets-thorough-look-by-inquirer/,4,Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/cancer-drug-keytruda-keeps-patients-alive-3-years/,5,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/guardian-predicts-end-to-insulin-shots-based-on-rehashed-news-release-mouse-research/,2,Not Applicable,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/reuters-story-on-oral-insulin-trial-needed-sources-beyond-drug-company-ceo/,3,Not Applicable,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/magic-mushroom-ingredient-may-ease-severe-depression-study-suggests/,3,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/deep-brain-stimulation-for-dementia-nprs-positive-tone-not-matched-by-evidence/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/day-hip-replacements-get-patients-back-feet/,2,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/higher-bmi-is-healthier-npr-story-makes-well-documented-obesity-paradox-sound-new/,3,Not Applicable,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/fruit-and-breast-cancer-risk-time-leaves-out-key-data-details/,3,Not Applicable,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/facelift-in-a-bottle-nbcs-story-had-little-info-on-quality-of-study-data/,2,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/second-skin-needs-a-second-look-times-coverage-thin-on-evidence-for-new-wrinkle-approach/,3,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/healthday-story-wisely-discusses-harms-of-new-nocturia-drug-but-overlooked-data-on-benefits/,4,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/eat-this-carb-and-you-wont-gain-weight-time-story-leaves-readers-hungry/,3,Not Applicable,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/vox-knocks-it-out-of-the-park-with-well-done-story-on-new-device-for-menstrual-pain/,5,Satisfactory,Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/online-program-may-help-prevent-depression-people/,3,Not Satisfactory,Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/wine-coffee-lovers-drink-great-microbiome/,3,Not Applicable,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/personal-anecdotes-overwhelm-cautionary-details-in-wsj-story-on-ayahuasca-a-peruvian-hallucinogenic-concoction/,4,Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/by-skipping-discussion-of-research-challenges-newsweek-story-adds-to-hype-on-gene-therapy/,3,Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/in-depth-sourcing-helps-boost-a-data-poor-cbs-story-on-using-marijuana-for-painkiller-addictions/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/mediterranean-diet-protects-heart-disease-sufferers-heart-attack-stroke/,3,Not Satisfactory,Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/abc-news-joins-bandwagon-puts-rosy-spin-on-stem-cell-therapy-for-muscular-dystrophy-patient/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/reuters-story-wisely-notes-limitations-of-confusing-nejm-study-on-mini-strokes/,3,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/new-stroke-treatment-saves-lives-improves-recovery/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/globe-story-on-experimental-autism-treatment-is-all-anecdote-no-data/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/philly-physician-qa-hits-many-key-points-on-newer-allergy-treatments/,4,Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/healthday-story-overstates-scope-of-mammography-screening-study/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/buzzfeed-oversells-benefits-of-experimental-device-for-paralyzed-man/,4,Not Applicable,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/solid-effort-by-nbc-on-saturated-fat-study-though-story-lacked-hard-numbers-on-findings/,5,Not Applicable,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/wapo-story-generalizes-findings-of-small-mice-study-to-pregnant-women/,2,Not Applicable,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/aspirin-report-from-cbs-doesnt-go-much-beyond-the-news-release/,4,Not Applicable,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/an-array-of-experts-make-this-stat-story-on-aspirin-study-very-strong/,5,Not Applicable,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/cbs-news-story-walnut-study-left-out-hard-data/,3,Not Applicable,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/reuters-story-covers-most-of-the-bases/,4,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/baby-deadline-test-beat-biological-clock/,2,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/acupuncture-for-hot-flashes-related-to-breast-cancer-study-left-out-past-study-findings/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/new-blood-test-detect-concussions/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/wapo-story-on-meditation-and-back-pain-relies-heavily-on-news-release/,4,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/cardiac-rehabilitation-story-lacks-evidence-to-back-claims/,3,Not Satisfactory,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/broccoli-benefits-in-rabbits-or-bunnies-reported-as-evidence-in-wsj/,2,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/cold-turkey-coverage-from-la-times-lacked-independent-sources/,4,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/no-drill-dentistry-fluoride-treatments-can-prevent-cavities-adults/,4,Satisfactory,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/fox-news-story-gastric-balloon-seems-like-more-sponsored-content/,2,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/cbs-report-needed-more-details-on-stem-cell-surgery-study/,4,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/fox-news-air-quality-reads-like-sponsored-content/,2,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/cnn-story-fasting-diet-study-veers-clickbait-territory/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/false-balance-in-cnn-coverage-of-female-sexual-dysfunction-anecdotes-given-equal-weight-as-systematic-evidence-review/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/interesting-but-evidence-free-story-on-ibuprofen-skin-patch/,3,Not Applicable,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/vaginal-ring-for-hiv-prevention-small-details-would-have-elevated-good-coverage-to-great/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/informative-intelligent-coverage-of-osteoporosis-drug-tradeoffs/,5,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/acupuncture-may-help-ease-fibromyalgia-pain-study-finds/,4,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/good-ap-story-well-told-about-research-to-help-preemies/,3,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/adhd-treatment-news-via-lone-anecdote-more-advertising-than-journalism/,1,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/independent-voices-bolster-coverage-of-potential-opioid-addiction-treatment/,4,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/outside-commentary-adds-clarity-to-story-on-jet-lag-therapy/,5,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/story-on-light-based-jet-lag-research-goes-dark-on-key-issues/,3,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/excellent-sourcing-but-questionable-anecdotes-for-wsj-piece-on-same-day-hip-replacement/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/transferring-moms-bacteria-to-c-section-babies-but-what-if-the-bugs-arent-all-friendly/,5,Not Applicable,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/how-big-is-the-reduction-in-breast-cancer-risk-linked-to-a-high-fiber-diet-16-or-02/,3,Not Applicable,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/multiple-perspectives-elevate-cbs-coverage-of-diet-breast-cancer-link/,3,Not Applicable,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/sexy-but-not-sensational-stat-strikes-the-right-balance-on-stem-cell-diabetes-approach/,4,Not Applicable,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/new-drug-candidate-results-in-significant-weight-loss-but-what-does-that-mean/,3,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/saturday-sleep-ins-help-prevent-diabetes-small-preliminary-study-got-more-attention-than-it-deserved/,4,Not Applicable,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/just-add-water-student-weight-loss-strong-cbs-report-missed-costs-study-limitations/,4,Not Satisfactory,Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/stem-cells-for-ms-remarkable-testimonials-risk-raising-false-hopes/,2,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/health-buzz-common-painkiller-fights-cancer-diclofenac-next-cancer-treatment/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/panel-reasserts-mammogram-advice-triggered-breast-cancer-debate/,5,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/new-breast-cancer-screening-guidelines-odds-congress/,4,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/the-guardians-bad-hair-day-no-cortisol-in-hair-cant-reveal-future-mental-health-risk-in-children/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/stem-cell-therapy-may-help-treat-copd/,1,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/report-dash-diet-best-overall-eating-plan-mind-mediterranean-fertility-diets-also-get-high-marks-health/,2,Not Satisfactory,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/tortillas-may-hold-key-healthier-babies/,4,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/newer-blood-pressure-drugs-good-older-ones-study-analysis-indicates-ace-inhibitors-arbs-equally-effective-researchers-say/,3,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/new-class-blood-pressure-meds-effective-old-analysis-shows/,4,Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/got-yoga-times-carefully-scrutinizes-possible-bone-health-benefits/,4,Not Applicable,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/c-sections-best-little-labor-study-says/,4,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/got-night-milk-possible-treatment-anxiety-insomnia-animal-study-cites-increased-melatonin-tryptophan/,3,Satisfactory,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/marijuana-oil-and-epilepsy-healthday-underscores-perils-of-uncontrolled-studies/,4,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/post-lays-out-limitations-of-study-showing-longer-survival-with-breast-cancer-surgery/,4,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/cbs-cures-two-diseases-one-400-word-story/,1,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/fox-offers-solid-look-at-infertility-treatment-alternative-but-why-is-this-news-now/,3,Not Satisfactory,Satisfactory,Not Satisfactory
